LNG,LAT
-0.1254834,51.517658
2.3518675,48.871712
-0.1254834,51.517658
2.308628207,48.871091261
-0.1254834,51.517658
2.276470947,48.853995875
2.3459711,48.8693783
-0.1417810023,51.523498535
2.3453059,48.8750336
2.3500975,48.8717333
2.3500975,48.8717333
-0.1936654,51.5150398
2.3455073,48.8501296
2.342025,48.8841738
2.342025,48.8841738
2.3393934,48.8493171
2.2872291,48.8774545
2.3500975,48.8717333
-0.1965990067,51.513599396
-0.1858209968,51.496398926
-0.1657064,51.5221883
2.308349439,48.871887291
2.285863,48.8633981
2.372964647,48.854859052
-0.1784508,51.4945545
-0.1784508,51.4945545
-118.392997742,34.097000122
2.333915746,48.883601038
2.334344899,48.883488155
2.333014524,48.883516376
-118.373001099,34.098300934
-118.361000061,34.117298126
2.333787,48.8836857
-118.4799508,33.9966962
2.3643921,48.8700442
-0.0366428,51.5262134
-0.1418779,51.5087667
-0.1418779,51.5087667
-0.1983249,51.4922252
-0.2044637,51.5153947
-118.461997986,33.992500305
-118.379997253,34.029598236
-118.460998535,33.986801147
-118.467002869,33.994800568
2.3628574,48.8667472
2.298653315,48.880531054
12.479399681,41.893100739
2.333787,48.8836857
2.333787,48.8836857
2.333787,48.8836857
2.333787,48.8836857
2.333787,48.8836857
2.333787,48.8836857
2.333272016,48.883431713
2.332885778,48.883629259
2.333787,48.8836857
-0.153167,51.5076804
-0.153167,51.5076803
12.478300095,41.892700195
-0.1396977,51.4986873
9.1810878,45.4723771
12.4701445,41.8999362
-0.2201766,51.5177893
2.3084459,48.8709238
2.2872626,48.834087
-118.527000427,34.042800903
9.1634559,45.4549577
-73.9873532,40.7638288
-73.9624474,40.7172774
2.2990353,48.8644623
2.3630163,48.8588963
2.3630163,48.8588963
2.3351351,48.8877164
9.1902037,45.4931478
2.3250768,48.8548342
12.4734224,41.8932257
2.337835,48.8729527
12.4831826,41.9040256
12.4664186,41.8975697
12.46307,41.9250398
12.4541418,41.911275
2.3364334,48.883912
2.3528485,48.874269
-118.249605,34.0452178
2.3408229,48.8589773
12.4709,41.8897478
2.3711956,48.8727817
-0.1396977,51.4986873
-0.1396977,51.4986873
9.1970618,45.4722604
9.1970618,45.4722604
-118.3496876,34.1239856
2.370882,48.876195
2.3451512,48.8651066
-118.3540592,34.0524869
2.3498196,48.8888187
2.357367191,48.862196022
-0.1872335,51.5149188
2.334824815,48.86952723
-0.1418785,51.5185955
2.3152558,48.8725175
2.3572303,48.8569297
2.33668,48.853995
2.320442,48.8859186
9.2086057,45.4672542
9.1997243,45.4653607
2.36340527,48.86651757
-118.2747028,34.1013984
-0.0788815,51.5241637
-0.2004551,51.5065939
12.4821105,41.8973662
2.3234087,48.8264822
-118.3570382,34.1029562
-0.1529500037,51.54119873
2.3321107,48.8775993
2.3321107,48.8775993
9.2080556,45.4853373
2.357611423,48.862893709
2.3398149,48.8523709
2.3321107,48.8775993
2.3321107,48.8775993
2.3321107,48.8775993
2.332325277,48.877147712
2.3506282,48.8674718
2.3506282,48.8674718
2.3506282,48.8674718
2.3506282,48.8674718
-73.990108593,40.713436374
2.3423231,48.8545583
-73.990663,40.745394
9.1912658,45.4856374
2.3613202,48.8548797
2.3518779,48.8687475
12.4867942,41.902348
9.181520462,45.457801819
2.3631416,48.8626926
-73.9525027,40.7821597
2.3368988,48.8936992
2.3750026,48.8530261
-0.2371878,51.5062339
2.354206447,48.852627962
-0.1946134,51.5177922
2.358949707,48.867908105
2.3586493,48.8681904
-118.3412349,34.1082798
9.1742015,45.4596055
-118.744547,34.0609449
-0.2233944,51.5013889
2.2881587,48.869278
2.3393488,48.8742841
-118.2372952,34.0435796
2.3641065,48.8704
-118.3395245,34.1192614
-0.1418785,51.5185955
12.4700545,41.8998996
-0.1876404,51.4953603
-0.1418785,51.5185955
-0.1418785,51.5185955
-0.1418785,51.5185955
12.4747158,41.913184
-0.1973264,51.4909296
2.3553014,48.8739159
9.1863005,45.4630438
-0.1816154,51.5010843
-0.1816154,51.5010843
-0.1816154,51.5010843
2.2972379,48.8597013
-118.3503268,34.118869
-0.2221387,51.5171064
-118.4649662,33.9812533
12.4723375,41.8986214
-73.96324,40.7099587
2.3345423,48.8792427
12.471961,41.9070909
2.3429752,48.8757965
-0.1816154,51.5010843
12.4778683,41.9037456
-0.1418785,51.5185955
9.1549747,45.4462043
-0.171254,51.518811
2.3531369,48.8703288
2.366278,48.8685385
2.30209213,48.858072282
2.331698438,48.867845982
-0.1644687,51.4733527
-0.2019997,51.4827305
12.500376,41.9070844
2.285863,48.863228707
-73.9492882,40.7123477
2.285863,48.8633981
-118.3257162,34.1131189
-118.2736979,34.0862486
12.4818157,41.9067334
-73.9424344,40.720669
12.5231382,41.8910018
9.1998912,45.4498667
9.1715021,45.4826438
-0.1946021,51.5108725
12.468700409,41.90140152
-0.1847770065,51.500801086
2.358462201,48.851144495
-0.1654900014,51.4897995
-0.2832350135,51.484199524
-73.9551431,40.8007961
-73.9551431,40.8007961
-0.2117515,51.4853227
2.3379588,48.8515698
12.4570908,41.9107106
2.3280846,48.8944359
9.1846555,45.4611828
12.4922611,41.8992897
9.1837834,45.4838098
-0.2574376,51.4693048
9.190362,45.4686457
-0.1068645,51.4870292
-0.125057,51.5113858
-0.124727,51.5115337
-0.125057,51.5113858
-0.125057,51.5113858
2.3393927,48.8811606
2.3656421,48.871631
-0.1681919992,51.469299316
2.3588549,48.8632269
9.188838,45.4631443
9.188838,45.4631443
-0.2103029937,51.505901337
2.3453281,48.8533805
2.3529368,48.8643824
2.3560988,48.86045
2.293867761,48.8785966
2.3562851,48.8516533
2.3223966,48.8492184
-0.197428003,51.506698608
2.3505278,48.8638841
-0.1991555,51.5054494
-0.2127420008,51.507099152
-118.4407935,34.0945239
-0.180231005,51.493999481
-73.9853445,40.74111
12.4543999,41.9133694
-0.1616519988,51.49420166
-118.4403829,34.0937081
-118.5077007,34.0824017
-118.576447,34.0433525
-118.3671732,34.1103697
-0.0767943,51.5257428
-0.07320450246,51.519699097
2.2991995,48.8643745
12.471913,41.8889906
12.4907718,41.8918388
12.4682488,41.906467
12.4800635,41.9035475
12.4780849,41.9042502
12.49417,41.9065453
-0.1895936,51.4924659
-73.9789051,40.7479256
2.3599072,48.8653946
-73.9522501,40.8066502
9.1749254,45.4572734
9.190362,45.4686457
-118.2596745,34.10403
12.4761716,41.9041074
12.4801896,41.8999668
2.375838,48.8551328
-0.0587352,51.5401955
12.4816142,41.9044443
-73.9490816,40.8041172
12.488614,41.8939578
2.3500979,48.8706183
-73.9660028,40.6851349
12.4800851,41.9034974
12.479077,41.893291
2.2746782,48.8554571
-73.9674314,40.7641697
-118.3282733,34.1085207
12.431438,41.8983798
2.354318877,48.852529862
2.3679037,48.8834818
2.272507024,48.854969279
-73.9674314,40.7641697
2.3646249,48.8583439
2.307707,48.8602234
-0.1269539,51.5178036
2.362960492,48.861614469
12.4749748,41.9082555
-118.3661818,34.1138782
-118.4064977,34.1737137
-118.3194602,34.1253591
2.339559408,48.855317807
2.3636729,48.8567588
-0.125057,51.5113858
-0.125057,51.5113858
-0.1985305,51.5125097
2.355777139,48.859763259
2.3087101,48.857750277
12.4797941,41.9083051
-0.1981044,51.4944071
2.3419614,48.8566375
-73.9501493,40.8037583
2.331674838,48.848487262
2.333053254,48.863565032
-73.9490127,40.804493
-73.9490127,40.804493
-73.9490127,40.804493
-0.125057,51.5113858
12.4739085,41.9126769
2.295500139,48.835283533
12.4807631,41.9044998
12.4807631,41.9044998
12.4807631,41.9044998
12.4764196,41.8964585
12.4764196,41.8964585
2.3189754,48.85190683
2.337996223,48.8759843
12.4870401,41.9049227
-118.4134578,34.1588447
-73.9795824,40.7253701
-73.913099,40.6857385
-118.296955,34.107164
12.5028608,41.8983321
12.4711246,41.8890851
-118.3249855,34.1143813
-118.3243463,34.1147812
-0.2464614,51.5063019
-118.3229763,34.1141645
-0.125057,51.5113858
-0.12469,51.511668
-0.1247956,51.5116946
-0.1473039,51.512144
2.350294624,48.844723228
-0.2099786,51.5036914
-73.9624071,40.7621526
-73.9674314,40.7641697
-74.002538,40.7207876
12.4908874,41.8918513
2.368875708,48.854732345
12.466255,41.8874693
2.334696069,48.869103798
2.3626796,48.8711069
-118.3586361,34.123062
-0.181502,51.4947
-73.984671,40.767258
-0.1247956,51.5116946
-0.1247956,51.5116946
-0.124727,51.5115337
-0.125057,51.5113858
-118.3540592,34.0524869
-0.1475618,51.504716
2.355537861,48.852307847
2.328686038,48.879002317
-118.3738382,34.0782756
-118.3815757,34.0999027
-118.3818268,34.0998597
2.3367102,48.8559941
-0.1630089,51.4732549
-118.3447566,34.1328153
12.4807284,41.8997226
12.4791995,41.9082555
2.286557731,48.847590953
-118.4342224,33.9647318
-118.4155116,34.0969208
-118.485085,34.104155
-74.014869,40.70803
2.321441,48.8244084
2.3277435,48.8814476
-73.9872727,40.7326125
-118.2935891,34.1220545
-73.9873585,40.7638354
9.2181463,45.4623838
-73.9949859,40.7419375
-0.2167258,51.4620305
2.368052,48.854833908
-118.4657357,34.0015605
-118.4657357,34.0015605
12.4985606,41.8947009
-0.1999655,51.5189778
2.3562612,48.8785866
2.2934629,48.8780937
12.4714648,41.8894631
-73.9608945,40.7124822
2.335355947,48.8550928
-118.3830365,34.1210392
-0.1808507,51.4668388
9.2029393,45.4834658
2.357366153,48.850717604
2.3324963,48.8873552
9.1947217,45.4688817
2.339705,48.8869846
-74.0084121,40.7161985
12.4800635,41.9035475
12.4800186,41.9026128
-73.963776,40.6841433
-118.3768134,34.0938549
-118.3768134,34.0938549
-118.3768134,34.0938549
-118.4236579,34.1134761
2.3582729,48.8652476
12.4782488,41.8960563
-0.1512676,51.5372747
-0.1803358,51.4996152
-118.3066964,34.1091407
2.3517051,48.8445654
-118.6640556,34.0713267
-118.4881186,34.0398938
-118.6684302,34.0637903
2.285863,48.8633981
12.479462,41.9071092
2.3545624,48.8639464
-118.4098174,33.8811501
2.340199062,48.859390531
2.345112769,48.882693411
12.4907063,41.9044106
9.2078437,45.456847
12.4679724,41.8956373
2.361897262,48.855079347
2.349503339,48.869376744
12.4822413,41.897119
-0.2091716,51.4729486
-118.3597774,34.0857977
-118.3716812,34.1174232
-73.954552,40.776261
12.4756163,41.8888408
-73.9945153,40.7118197
2.378041,48.8681601
-0.1766462,51.4919807
-0.1971855,51.5181927
2.340398908,48.883519642
-73.9919127,40.7152641
12.4729124,41.896576
2.3598027,48.8650336
9.2036653,45.4792584
12.4701445,41.8999362
-118.4549352,34.0938568
12.4958827,41.9042291
-0.0709458,51.520351
-0.1468771,51.5070926
-0.1896765,51.5116925
-118.738522,34.1505039
2.276582738,48.850004957
2.3208762,48.8301002
-73.9703534,40.6933544
2.3634229,48.8569213
9.1816901,45.4623449
-118.3355802,34.1072508
-73.985529307,40.767875549
-0.1764979,51.5255894
2.363633854,48.879711858
2.277116677,48.864820681
-118.5857629,34.0384973
-118.3671275,34.0735997
9.2080556,45.4853373
-118.371564,34.068299
12.4572155,41.9107377
12.4572155,41.9107377
2.3553758,48.8529586
-118.4786303,34.0110586
12.4831764,41.9030565
-118.47374,33.9912632
-118.2776718,34.0784154
2.3622999,48.8696163
-0.2270668,51.4123234
-0.1322241,51.4941033
12.4739543,41.8951278
12.4764196,41.8964585
9.2043397,45.4831855
2.3662797,48.8630137
-73.9578252,40.7169904
-118.4716378,34.0007797
2.328009546,48.858252818
2.364869808,48.860476401
-118.3790879,34.1003068
-0.1017685,51.5046364
12.4767491,41.9029853
12.4771901,41.9032032
-0.2136639,51.5181861
12.44435,41.89584
-0.1229679,51.5086702
-0.1229679,51.5086702
12.4619318,41.9088583
9.1910395,45.4617236
2.352241,48.876791547
2.347458315,48.858830681
2.329164307,48.8820536
2.3288639,48.8820536
-118.3895868,34.1087048
12.4677282,41.8993261
9.1863141,45.4578034
-0.1564721,51.4909526
-73.9721085,40.6950684
-73.9721085,40.6950684
12.4822413,41.897119
2.358709454,48.856940307
12.4822413,41.897119
12.4822413,41.897119
12.4822413,41.897119
9.1711028,45.4810742
-118.235862,34.068435
12.4870046,41.9029286
-73.9870318,40.7358702
-118.3074499,34.1077326
-118.3066051,34.1089236
12.4813454,41.9043593
12.4771775,41.9032518
2.2608108,48.8274835
-0.1974799,51.4762929
-73.994917,40.7326042
-0.1175063,51.5251116
-74.0092442,40.7306676
-0.09510560334,51.503601074
12.4835662,41.9056121
12.4835088,41.9047168
12.467492,41.897798
2.329847884,48.882800358
